Date,SPY,IWM,IYR,EFA,EEM,SHY,IEF,TLT,LQD,GLD,DBC
2008-12-31,0.01553227098081106,0.016245416331416532,0.013781103953790138,0.014543404543689043,0.014387901309745538,0.6756934932113549,0.09152124995425708,0.10291163830424117,0.02091556403492924,0.02007379308421284,0.014394164291552573
2009-01-02,0.016096686248037527,0.01666840242208153,0.013484160955962853,0.014820046290919835,0.015164256571537258,0.6434286242910626,0.10615982095926732,0.1042076527158404,0.030884722687972634,0.0240991840554774,0.014986442801840657
2009-01-05,0.016108075484867923,0.016752719707972825,0.01326697184674874,0.014629255477228875,0.01537122971627316,0.6128462379276107,0.12168073089672711,0.10524139428997555,0.04125394278613813,0.02769276777089248,0.015156674095564513
2009-01-06,0.016183701442646973,0.016978015939174806,0.013864146543200095,0.014771119044733301,0.015645236745436303,0.5791798659328018,0.13696640137661775,0.10767929311987216,0.05136562168968018,0.031888207350942936,0.015478390814893623
2009-01-07,0.015808035483011382,0.01656761651792769,0.0134611369558256,0.014610111818814662,0.014852141220153988,0.5480211175990373,0.1531476193914638,0.11216169060126653,0.06132939925336949,0.035258323446482775,0.014782807712646706
2009-01-08,0.01587193428523144,0.016621936459812303,0.013388388167893884,0.014801417057771438,0.01480710803065798,0.5152890215742655,0.16804375692025836,0.11528124038124057,0.07129826869305039,0.03976696684031406,0.014829961589503842
2009-01-09,0.015613248021111371,0.01610072443340377,0.012870803473351402,0.014365344060218457,0.014582100205532815,0.4848046687031733,0.18325157739784337,0.11883988525677314,0.08153550802064388,0.043327115909730485,0.014709024518217784
2009-01-12,0.015402687367540751,0.015815760562787662,0.012354003525651839,0.014171724123531222,0.014178792223550778,0.45461219738070746,0.19911342050597217,0.12351615293383358,0.09075700279117484,0.04586125867683555,0.014216999908413928
2009-01-13,0.015538807511083495,0.016129022383805668,0.012852176361481999,0.014063365264316815,0.01437845685696567,0.42230633761679526,0.21346468698589133,0.12668305126356266,0.10006247278960592,0.04998327192657943,0.01453835103991162
2009-01-14,0.01528853566379972,0.015703176384149094,0.012478190947661331,0.01378728728775477,0.014014636896197722,0.3903035619177086,0.2291664051816878,0.1315802838287765,0.10953498371575572,0.05365652671462,0.014486411461888638
2009-01-15,0.015504981609549379,0.016141745657448744,0.01300832690727925,0.0141530611068945,0.014438743959839597,0.35738972464802277,0.24299472414094309,0.13430994524992443,0.11930210701653429,0.05815299858393042,0.014603641119633373
2009-01-16,0.015813416103771936,0.016463279776810013,0.013497503799935407,0.014464697980687505,0.014818176850009503,0.3271348670544161,0.255445010170144,0.1356650725814404,0.12866169412309922,0.06323811004437849,0.014798171515307271
2009-01-20,0.015710617879282816,0.016206160638974773,0.012965306637582582,0.01431722463203271,0.014649155700172684,0.2952747863598517,0.2711790494973736,0.13944777481437415,0.13801636900247655,0.06745648376526833,0.014777071072609812
2009-01-21,0.016096686248037527,0.01666840242208153,0.013484160955962853,0.014820046290919835,0.015164256571537258,0.2742554787664131,0.27999999999999997,0.14121264259889407,0.1443881320398294,0.06892375130448349,0.014986442801840657
2009-01-22,0.015960743876484943,0.016300157869550896,0.012890991795480205,0.014577576465016952,0.01476758936776541,0.27634232788826346,0.2801332443034542,0.1394825434182785,0.144877694787473,0.06977001842082148,0.014897111807410577
2009-01-23,0.015989644507228132,0.016339920761561624,0.013266009018098022,0.01443879320501216,0.014918234252666567,0.2755782699189234,0.2794829870483234,0.13804028483824435,0.14355017148789875,0.07284370568658534,0.015551979275457883
2009-01-26,0.01614008859170907,0.016565825440753496,0.01318816407151851,0.014759197755803468,0.015131025634869961,0.2759164567247688,0.27949205494675183,0.1371819704766512,0.1426289759039323,0.073374679450244,0.015621561002997076
2009-01-27,0.01616999904241283,0.01660897781658529,0.013317184082772352,0.014923111929775384,0.015273654891503759,0.27394014141394024,0.2790138207831852,0.13925323207017692,0.1441207470661413,0.0723051359565817,0.015073994946924612
2009-01-28,0.01673631530496062,0.017313274747515473,0.014394012625447487,0.015379910124558529,0.01606647022631008,0.2741576289022387,0.2775419286357336,0.13592988977464832,0.1454316926724801,0.07159787492274675,0.015451002063359854
2009-01-29,0.0163781877453601,0.01682625151426374,0.013419123591654007,0.01484942263195175,0.015426083764701204,0.2767772309652998,0.2770703593383148,0.13432734887488437,0.14534059897454518,0.07414660896917953,0.015438783629845054
2009-01-30,0.016033788274091326,0.016473753133155758,0.012983049782149075,0.014698512745094155,0.01530046044714714,0.2767478672188573,0.2767597498977598,0.13380781849753562,0.146264674100803,0.07559322239575031,0.015337103507656082
2009-02-02,0.015956480296458592,0.016577044020793765,0.013042269499855562,0.01452786023316706,0.015117698335033798,0.24041150718078827,0.2785000156946358,0.136050831772621,0.18138643905902554,0.07341533953083894,0.01501451437678139
2009-02-03,0.015956480296458592,0.016577044020793765,0.013042269499855562,0.01452786023316706,0.015117698335033798,0.21339044549971098,0.2785000156946358,0.136050831772621,0.208407500740103,0.07341533953083894,0.01501451437678139
2009-02-04,0.015909512843688238,0.016488201447956152,0.012760089912631877,0.014482515881687117,0.015258884782908927,0.21345341367300452,0.27762736329714743,0.13584078087980164,0.20890122178450876,0.07414973631125461,0.015128279185410551
2009-02-05,0.01613210333308271,0.016664832426278493,0.012553597592083968,0.01467642722593706,0.015566676053621699,0.21331708111747383,0.2780339132846786,0.13584087720012422,0.20689692872198154,0.07486563236367204,0.01545193068106576
2009-02-06,0.01656367560706816,0.01722718700850866,0.013391019078741653,0.014990378806137053,0.016318917043401222,0.21282847818739675,0.27588126291024007,0.1351875133792915,0.2077721067513392,0.07429908349495869,0.015540377732916862
2009-02-09,0.016601757357635874,0.017165897238087483,0.013586013089486712,0.015000456711306119,0.01624875966936943,0.21294782757904432,0.27557374538449714,0.13574818520939375,0.2083437709729258,0.07331310121245764,0.015470485575795605
2009-02-10,0.015761491085201113,0.016290353765092958,0.012356722677204005,0.014184011742812015,0.015189514202083566,0.2123553608871787,0.2778575425600296,0.1379998269298637,0.20830551092658073,0.07450498853134976,0.01519467669260374
2009-02-11,0.01573944110206241,0.01623387194902856,0.012578813353736144,0.01423408678637464,0.015532194064062869,0.2107652439756729,0.2779708799164927,0.1387760585970437,0.20750550755843888,0.0756701055534178,0.014993797143669269
2009-02-12,0.01575717099403129,0.016378380283153453,0.012399314325937405,0.014196186521479963,0.015441460627274226,0.21110200535467652,0.2779969308669795,0.1375255932461231,0.2077575273430278,0.07642282857190787,0.01502260186540874
2009-02-13,0.015741556743628208,0.016367868971499507,0.011771756762598756,0.014181836967539357,0.015672343590055073,0.21278120343651782,0.27853244032514346,0.13518723227722157,0.20820391711874106,0.0766637845487885,0.014896059258266562
2009-02-17,0.014943534640241217,0.015589234594688684,0.010938792187742715,0.013316566949801248,0.014550986211150389,0.21157279043723948,0.28087229901785876,0.1382447169662768,0.2076118887320287,0.07841173349505492,0.013947456767916994
2009-02-18,0.014964732669323294,0.015426368338819569,0.011026020089946534,0.01335653042196288,0.01450255877319577,0.21202944818546968,0.2798942979016035,0.1375909176021008,0.20737619426579978,0.07991572004927663,0.013917211702501459
2009-02-19,0.014911526773836324,0.015321861901757125,0.010678308044996006,0.013435297702335479,0.014470486042755512,0.21349649921709427,0.28036599573794324,0.13623615073203216,0.20717039855519112,0.0795504403662137,0.014363034925844979
2009-02-20,0.014726388213926217,0.01507496723376847,0.011332957775645669,0.013203755512812566,0.014065104000242098,0.21309278557652522,0.28039842088567524,0.13718554064919844,0.20574088481150174,0.08101558772469476,0.014163607616009455
2009-02-23,0.014230850493580543,0.014528018005758038,0.010494195375508365,0.01272778287568297,0.013748998499914646,0.21353795708087933,0.28128329890008974,0.1387585695572062,0.20549681360182767,0.08113637145209003,0.014057144157462292
2009-02-24,0.014786617525976199,0.015080783387144098,0.011370495338284515,0.013273327024024888,0.014518253496157787,0.21362078338974516,0.280529207106502,0.1387657413203309,0.204981658516046,0.07873238060160735,0.014340752294181
2009-02-25,0.014815727803247731,0.014914781558400852,0.01119358154089658,0.013035948785403366,0.01441061673015365,0.2153294459207466,0.2807450984535095,0.13852375527479965,0.20419063904894572,0.07818718885675084,0.014653216027145324
2009-02-26,0.014638788599973484,0.014700566194864824,0.01076619237894832,0.012984596642172866,0.014347498849198611,0.21637777659963764,0.28125809732555423,0.1376674760012897,0.20377608676695688,0.0784545529456683,0.015028367695734969
2009-02-27,0.014364518824024371,0.014653831554204074,0.010640903693712393,0.013032579514967566,0.014173527470395278,0.2173066779135298,0.28205673597855885,0.13738059729467256,0.20310548863591396,0.07838061885221537,0.014904520267805659
2009-03-02,0.013722932912789233,0.013832100483731315,0.009899871717326786,0.012289609425307838,0.013317570259110524,0.2537230090390189,0.283198593771368,0.13833805515029513,0.17054428405286515,0.07697258713609662,0.014161386052090382
2009-03-03,0.013677433056248427,0.013662314145376407,0.009955075018398013,0.01228283181669846,0.01349811199847208,0.29047704923433454,0.2818200667296796,0.13658023509853195,0.1371959813814691,0.0765799221912991,0.014270979329492273
2009-03-04,0.013927403007887572,0.013917661434277423,0.010131612640505933,0.012681620096323499,0.01413252178002026,0.326547451809507,0.27892860167442335,0.13488709148698763,0.1041687890316351,0.07607347342971732,0.014603773608714858
2009-03-05,0.013445862791662388,0.013376812407807937,0.009604000392359782,0.012168169209077047,0.013407257216336179,0.36108944181213776,0.2782616760491027,0.13553279668420798,0.07113129418478853,0.0776830200219683,0.014299669230551404
2009-03-06,0.013637428715360863,0.013697673716795535,0.009744752074607564,0.012243745318348449,0.013441707634949755,0.3977350995922734,0.2758124150319743,0.13305466789049114,0.0389129517729022,0.07737249590863128,0.014347062343665526
2009-03-09,0.013722932912789233,0.013832100483731315,0.009899871717326786,0.012289609425307838,0.013317570259110524,0.4188896289233822,0.27489991149022186,0.13201440159994313,0.02,0.07697258713609662,0.014161386052090382
2009-03-10,0.014565247982673057,0.014757678737779962,0.011228109752754326,0.013137295097960673,0.014422999862276653,0.41933953919877864,0.27334917182393853,0.12969619616069808,0.02032327926499458,0.07503258320717358,0.014147898910971854
2009-03-11,0.014601231905379975,0.014718479307040847,0.010991411516464513,0.013158026394088702,0.014365081148866171,0.41785486298432195,0.27419551490981375,0.13057310364100547,0.020248277251922367,0.07564697318594188,0.013647037755154344
2009-03-12,0.015071000008067144,0.015525084755513306,0.011775875059887225,0.013362640860454553,0.01481401400188278,0.4151090295793606,0.27307429349634366,0.13028700178921648,0.020090523063815452,0.07670596691170246,0.014184570473756227
2009-03-13,0.01518999591522715,0.015689728414478,0.011525976853685133,0.013452065475123827,0.014898117057424592,0.4154887849102035,0.2728945600130461,0.12964127315793422,0.020278178700924382,0.0768805584716452,0.01406076103030778
2009-03-16,0.015223951215130163,0.015488035010965075,0.010734605407529635,0.013669750054343947,0.01498951005364528,0.417133010659251,0.27276954382565155,0.1282698406791257,0.02041372852152416,0.07686277468808518,0.01444524988474818
2009-03-17,0.01567445905364242,0.016189571556262213,0.011523505762301104,0.014015386132979372,0.015301763941151902,0.41663270747841114,0.2719864043328215,0.12744947664361606,0.020339155903553157,0.07614616981781885,0.014741399377442198
2009-03-18,0.015693214162123627,0.01640278039419754,0.011867431117190309,0.014117829307757561,0.01529827074394204,0.40955550708635285,0.2754756342438314,0.1295369673147984,0.02034170523226946,0.07709403777579915,0.014616622621737503
2009-03-19,0.015514688164364163,0.016246920949267663,0.011202557756647753,0.014124700451943159,0.015213451366542553,0.40948719050034804,0.2748210780677645,0.12983091130871868,0.020405596599202096,0.07821741844304578,0.014935486392155507
2009-03-20,0.015230054403644723,0.01573303168112925,0.010399179984267048,0.013969928628255872,0.015051369407981399,0.41120686857398253,0.2756473474560515,0.129498497143867,0.02025946870538674,0.0778206402429112,0.015183613772522614
2009-03-23,0.016273376768988632,0.017018056075512978,0.011920895679447414,0.01492864189786608,0.0163921435119272,0.4095903973306537,0.27385619986697696,0.12797874536684287,0.020259106055472494,0.0763275629460448,0.015454874500266697
2009-03-24,0.01601545705095559,0.01642154203086514,0.01111292235352925,0.01451660784106985,0.01594606211788667,0.4106628597076406,0.27453416113227985,0.12970411802427081,0.020137595797952722,0.07568727524423045,0.015261398699318876
2009-03-25,0.016212226821337352,0.01691291915056754,0.011286606484881148,0.014765969072623323,0.016213442991433215,0.41127218327244175,0.273352321127098,0.12817846891809626,0.020074773715983655,0.0766762508969223,0.015054837548615276
2009-03-26,0.01646089294297149,0.017479198524950824,0.011509640663438864,0.014889762163112578,0.01657309193152424,0.4097758590977062,0.27271116818449176,0.12902437194018906,0.02007905777985816,0.0762558614604702,0.015241095311286448
2009-03-27,0.016205594864190695,0.016936034110958988,0.011076428266759695,0.014450256135047404,0.016124647780454155,0.41103090799837394,0.27324559589497804,0.13031767617407497,0.020193662986131563,0.07542179812380255,0.014997397665227867
2009-03-30,0.015678984157184547,0.016485425852353585,0.01049164838067598,0.013929811296383533,0.015325834694885356,0.4122991873376388,0.27499764792796116,0.13109519056430657,0.020221564965552778,0.07499091964768334,0.014483785175374306
2009-03-31,0.01575902535691972,0.01657116575032801,0.011097885397337552,0.014232076626697976,0.015595825571580488,0.41118489885156234,0.2743469774880051,0.1314877267785149,0.020304325886135947,0.07493080714623097,0.01448928514668699
2009-04-01,0.01600477479815653,0.016796463591437074,0.010956935205019789,0.014549081298781992,0.01605167000280075,0.37067198515098987,0.25795926778755596,0.130308009619056,0.07702850845860372,0.07527372277301778,0.01439958131458053
2009-04-02,0.016214150480178567,0.017164324502267892,0.011272066092663484,0.014837410253107402,0.016431891778181343,0.33140966069223565,0.24123198799891507,0.12781466163432104,0.13443641202531265,0.07454229854111928,0.014645136001697642
2009-04-03,0.01600477479815653,0.016796463591437074,0.010956935205019789,0.014549081298781992,0.01605167000280075,0.3025731845631441,0.22987465226105583,0.12700146312988475,0.17651847106212087,0.07527372277301778,0.01439958131458053
2009-04-06,0.01594663641975838,0.016579236683933195,0.010826878092981173,0.014307937388929375,0.01591923466933025,0.3040715773815537,0.2303122369154607,0.12699388232487757,0.17717035520649052,0.07359017821701934,0.014281846699665682
2009-04-07,0.015582243174367804,0.015999246966234136,0.010017098734470615,0.014015610293653823,0.015561374521452216,0.3043281288140039,0.23100872345037862,0.1273779242771898,0.17718008783975048,0.07489519681249615,0.014034365116002393
2009-04-08,0.015670515945040975,0.016212695785943275,0.010175699619407716,0.014084630171352886,0.015711471102174596,0.30278877551253386,0.23097925605145256,0.12785614026227432,0.17805013516170468,0.07440468169675606,0.014065998691358923
2009-04-09,0.016266110338981902,0.01713340231505773,0.01137119125282933,0.01443717865298529,0.01637051784332413,0.3019230641139427,0.2292387853594072,0.1260417771711182,0.17894738083145806,0.07402317529539472,0.014247416825500472
2009-04-13,0.01616287657668817,0.017027995736881563,0.011440930423500988,0.01448452837867973,0.016361746719623184,0.3005095430183488,0.2290767878074972,0.12636264345231002,0.17948429894358872,0.07487388692152502,0.014214762021356284
2009-04-14,0.015888022640163896,0.016539337348194252,0.010505815908538607,0.014349242992676639,0.016103812066254736,0.3008329255289513,0.2303102911024685,0.12705405070366688,0.17999879035764432,0.07445740234398582,0.01396030900745472
2009-04-15,0.016005388106953247,0.01673666413934006,0.011328934874991845,0.014490639625125049,0.016283546475822173,0.29999843491653483,0.22977785838419382,0.12642178943612709,0.18080374424757678,0.07432597604219099,0.01382702375114378
2009-04-16,0.016266965837617983,0.017249091720328406,0.011810340280445019,0.01460702040234777,0.016449968477185165,0.30006644910269614,0.22924632837327638,0.12562935109586557,0.18187440817184664,0.07301113755092827,0.01378893898746234
2009-04-17,0.016444532862772615,0.017474943721210317,0.011978669808982793,0.014618163633805642,0.016402073958325658,0.30099851734127275,0.2283492125544006,0.12476848844176945,0.18240843584632815,0.07281241297443355,0.013744548856698085
2009-04-20,0.015763761645305234,0.016587277152187677,0.010702212567095538,0.014026307603251917,0.015611110743916646,0.3014483664143604,0.23006420570403474,0.12672621043196935,0.1815053159399615,0.07433065982500978,0.013234571972906856
2009-04-21,0.016056172428868167,0.017145528796230255,0.011668895453435255,0.014333701259472427,0.015928436043466696,0.30119214957656165,0.22894987863388583,0.12535260421259062,0.1818958737529249,0.07420740064559414,0.013269359196969612
2009-04-22,0.015991158078918995,0.017177470563406235,0.011298519890962184,0.014249105887516749,0.0158270908946034,0.30181767539683324,0.22887011524702755,0.12485105977311156,0.1818195759995945,0.07478086497982879,0.013317363288196356
2009-04-23,0.01611345725393599,0.01710032442943004,0.011742298778174117,0.014575107736021338,0.016038026366953312,0.30095393374899343,0.22833012571547504,0.124570509292536,0.1812778339466783,0.07583281732242904,0.013465565409372885
2009-04-24,0.01634135271292793,0.017401949691242643,0.012350876028710961,0.014785673226559569,0.016325714786557075,0.3006670638127873,0.22722199081029246,0.12320223143983002,0.18150114644324164,0.0765454397443093,0.013656561303540617
2009-04-27,0.016204696833525076,0.017234694308914195,0.011666108982559452,0.014627315836622579,0.015795545420488975,0.3013596221669231,0.22841394700081158,0.12386636671700312,0.18147606220584434,0.07602401030435134,0.013331630222955793
2009-04-28,0.016239248298787354,0.01735168265809724,0.011854861670317041,0.014564916791932768,0.015826396288449243,0.3026665400066885,0.22850898567707267,0.12248786752560495,0.18184839758801458,0.07534462444751143,0.013306479047523731
2009-04-29,0.01654852094030906,0.017970775156942426,0.012298625034916612,0.014905289303227702,0.016622772201397063,0.3021512779405824,0.22677866104885192,0.12113851098613787,0.1823235933551154,0.07567744130600808,0.013584532726511096
2009-04-30,0.016579120017436607,0.01783243789163311,0.012317137422789802,0.015020889343772716,0.016800149037754446,0.3028583295886326,0.22673274044117947,0.1208403469644505,0.18248421325163108,0.07488182348123111,0.013652812559488088
2009-05-01,0.01668489396311001,0.017960607271234257,0.01191097891318198,0.015211637247944571,0.01993621552032361,0.3410562625599723,0.22403724485503887,0.08020677760082245,0.18423681321738344,0.0746817235739195,0.014076845277068798
2009-05-04,0.016852268908044178,0.018156952125856857,0.012261405539542126,0.015406210065293488,0.023117550836239363,0.37630542265118117,0.22147413628914311,0.04225906280051707,0.1849955428932539,0.07502912673552532,0.014142321155403493
2009-05-05,0.01668489396311001,0.017960607271234257,0.01191097891318198,0.015211637247944571,0.024268957005919505,0.3985508715776789,0.2207302822968345,0.02,0.18592320287310815,0.0746817235739195,0.014076845277068798
2009-05-06,0.01690475129704188,0.017936944650334616,0.012259129167012935,0.015516690880792716,0.02458541642822088,0.3971590162264137,0.21992258730963302,0.019871185247692782,0.18598838529838083,0.07546372374863022,0.014392169745846659
2009-05-07,0.016786975239944317,0.017637179799338622,0.011631621707036138,0.015364006652316728,0.024142073776623484,0.3993754386002997,0.21961351078763428,0.01952221093859417,0.18549764681021147,0.0759087899813626,0.01452054570663876
2009-05-08,0.017078620999548842,0.018142661198150604,0.01234781649605811,0.01593698554048325,0.02480231650380116,0.39733430919767715,0.21859446091462745,0.01945565664792258,0.1855891071793453,0.07592236936477223,0.014795695957613602
2009-05-11,0.0167380717542545,0.017853570616415498,0.01197102286632566,0.015511778586136532,0.024191049370016354,0.3975010547958073,0.2203740157611858,0.019707644580575036,0.18591350039247312,0.07558309788020842,0.014655193396602133
2009-05-12,0.01666776185141676,0.017579445998486626,0.01176504632083266,0.015658530063866208,0.02433322707801923,0.39695879471330986,0.21995822808805238,0.019754653388397717,0.186199353043696,0.07633907261536911,0.01478588683855374
2009-05-13,0.016284315225934844,0.01681139332297079,0.01098976149322951,0.015159377222767093,0.023492535212547433,0.3980312694617938,0.22146293177128532,0.020013697358062126,0.18626776291836197,0.07683781620466575,0.014649139808381687
2009-05-14,0.016392357616522416,0.01701336121332541,0.011319076955236288,0.015279099723640253,0.023784323418333798,0.3974095121819897,0.22106156986216388,0.020052993782839593,0.18633200254159285,0.0766398624425096,0.014715840261846514
2009-05-15,0.01628291959686456,0.01697487082689276,0.010963836818995218,0.015163350656411103,0.023600267686502408,0.39795740623041986,0.22084974437824356,0.020076888264711656,0.18657273433465094,0.07719312181287655,0.014364859393431717
2009-05-18,0.016731059159642594,0.01752844541191467,0.011776068888069969,0.015728607802015206,0.024889081420250203,0.3972359958049788,0.21936234679134323,0.019748605470527498,0.18614365535321198,0.07612415959261974,0.014731974305426478
2009-05-19,0.016689146157843494,0.017512733440433973,0.011573284452804733,0.01584994237921891,0.025138543083748348,0.39695570317222467,0.21877072884935034,0.01961870324539677,0.18664846419951114,0.07652994203478239,0.014712808984685615
2009-05-20,0.016518328851699213,0.017287748116919705,0.01139810060219202,0.01589682540764406,0.025126943117653712,0.39605913457674413,0.21867159096894476,0.01975441486400058,0.18705190320374288,0.07733862370167571,0.014896386588783615
2009-05-21,0.016364951354496064,0.017153030549483538,0.01147807682641544,0.015857487370851533,0.024785921686811308,0.3975784455219931,0.21739158037616282,0.019356815614654643,0.18609722852814434,0.07908534163818583,0.014851120532801739
2009-05-22,0.016353497856683892,0.016999752265637828,0.011249733667786388,0.015970400623817237,0.024931372676229656,0.3982430652674895,0.2164272305050066,0.019169351592389732,0.18611414271952517,0.0794518356158771,0.015089617209557345
2009-05-26,0.01677561890188898,0.017814259936506056,0.011833860935636072,0.016292706094558032,0.02523468273126519,0.39779872368146935,0.21502787201883383,0.01888404679589461,0.18607357725583273,0.07913814576639414,0.015126505881721443
2009-05-27,0.0165753890406472,0.017574400979680698,0.011508919531693489,0.016073246872127522,0.02509437865898764,0.40010006428990386,0.21387468592421185,0.018661672973326406,0.18589956203010002,0.07935173305488076,0.015285946644441032
2009-05-28,0.016732905482141642,0.017518878159014695,0.011675357718557596,0.01616624173281199,0.02575550202668211,0.3983016844160688,0.21405127524211154,0.018848989047077203,0.18577892427475887,0.07967237274289071,0.015497869157885284
2009-05-29,0.016863056477496124,0.01770436130215073,0.011878193913054792,0.016328541268332945,0.025893703313865705,0.3949802574708465,0.21435360640866716,0.01914695459277888,0.18667250774425462,0.08053586866365718,0.015642948844895883
2009-06-01,0.017294118731561475,0.01842034635527352,0.012394323791842828,0.018472955095324685,0.027134282705965216,0.4063225757505003,0.19628789777010808,0.018605466272635915,0.18791817550082715,0.08105468290005126,0.016095175125909997
2009-06-02,0.017269070733162195,0.018589282196739915,0.012199405474863959,0.020297953633716177,0.026830612052473748,0.4164370839197657,0.18160099607450345,0.018655604039607747,0.18983027983201012,0.08216866321571648,0.016121048827440875
2009-06-03,0.017090253779093127,0.018480802416202133,0.012204034748083386,0.021461535322874332,0.026143997778135225,0.42867031731742633,0.16808687063344382,0.018829602284313744,0.19187700000787375,0.08150996601022659,0.015645619702327876
2009-06-04,0.017256001691832733,0.01871092698627293,0.01254630570476448,0.023450697812559512,0.02682875217901722,0.44010416672351155,0.150484379962052,0.018458770603454785,0.19206073790947878,0.08389251492192172,0.0162067455051346
2009-06-05,0.017389369541389206,0.01881799738252365,0.01247857569055676,0.025238707207861984,0.02727524220613949,0.4527030738820204,0.1344222747311857,0.018486180720060027,0.19358157113553523,0.08337363308409657,0.016233374418631256
2009-06-08,0.01736350098284352,0.01862279532386622,0.01246227228635397,0.02723689243729873,0.027166289445987212,0.46538052592910273,0.11769114126799354,0.01851536785599591,0.19479240648065535,0.08454421839546723,0.016224589594435804
2009-06-09,0.01736662572351555,0.018595474424589267,0.012420867152802623,0.02947321838871445,0.02735033143012058,0.4776182758087524,0.10052489307388932,0.01846842041491328,0.19636871761924607,0.08553639640200343,0.016276779561453306
2009-06-10,0.017337175864267078,0.01852199244644951,0.012243099871354475,0.0315673517967088,0.027899962552043144,0.49120482291450124,0.08294332873547322,0.018290990107833457,0.19703225490414467,0.08674959586243025,0.016209424944794368
2009-06-11,0.01734997290841582,0.01846578207757674,0.01209604251019362,0.03388861027514734,0.028444570536825132,0.5032175220687439,0.06614215228243574,0.01849066332438296,0.19811218865527178,0.08753542339574466,0.016257071965262503
2009-06-12,0.017351394683689927,0.018475982670062494,0.012415454409552421,0.035635170481208005,0.02816437201192377,0.5165903317681843,0.049089238950428306,0.01862942096689397,0.1998427928092245,0.08775928875577337,0.016046552493059245
2009-06-15,0.017183522099256356,0.018269950671461737,0.012193666326114254,0.03708179849691381,0.027987968581988168,0.5306279845358831,0.0321738729948841,0.018717603571628036,0.20061024975120545,0.08917818635229353,0.015975196618371625
2009-06-16,0.017294118731561475,0.01842034635527352,0.012394323791842828,0.038892669080013306,0.02849167513011627,0.5386696712683409,0.02,0.018605466272635915,0.2005074403067693,0.09062911393753663,0.016095175125909997
2009-06-17,0.017262893577338626,0.018503568546076193,0.01220968432149636,0.03897007435223406,0.028148324852353374,0.5388063893108977,0.01993020818264423,0.01848546399742808,0.20058504081532572,0.09096812800567346,0.016130224038532388
2009-06-18,0.017468889309728612,0.01867254022759342,0.012326562990171505,0.039080921835296656,0.02819693420548551,0.5403671485349404,0.019778292006054514,0.018289084517133243,0.19894213516797993,0.09065257648884638,0.01622491471677012
2009-06-19,0.017474063431067048,0.01872255835549228,0.012417778806224501,0.03956428488632556,0.028243981995500732,0.5388641055069846,0.019802631555774858,0.018477164818207263,0.19976930769586013,0.09063224060489576,0.016031882343667637
2009-06-22,0.017022794679671067,0.018135938181732255,0.011834353069840858,0.038455570693567497,0.027337766949902018,0.5418897501541381,0.01999479443573155,0.018736563322421428,0.20135900277140714,0.08967411260287034,0.015559353138718096
2009-06-23,0.016981574043107548,0.017931733478187436,0.011899057080633609,0.03883660549687755,0.027427064949550117,0.5401540533631176,0.019995309604465092,0.018896438412972557,0.20233681493040742,0.08976204278120055,0.01577930585948089
2009-06-24,0.017110237945362733,0.018106622675889448,0.0120821720394048,0.03883095451996053,0.027999641450211894,0.5395318827915024,0.01989905921313114,0.01868749892691976,0.201803728132882,0.09019209600056495,0.015756106304170705
2009-06-25,0.01736203163618583,0.01850021482970675,0.012190379194802387,0.039375989270425994,0.028635244031143814,0.5368447049152999,0.020009447430820528,0.018899104218168063,0.2019843523006404,0.09041361722546423,0.015784914947342518
2009-06-26,0.017308686790525062,0.01855677489527361,0.012291803058066082,0.039280678590433625,0.028773212545729603,0.5368503771116758,0.020026591514785547,0.018922283529648785,0.20199057902988973,0.09035180723847676,0.0156472056954957
2009-06-29,0.017462133412035674,0.01854760275747794,0.012316317463249111,0.03959441716287268,0.028972548675975828,0.5365850257420378,0.020058614797017635,0.018940924779379347,0.20166958202758012,0.09006251990981921,0.015790313272555017
2009-06-30,0.01735908150506445,0.0185341139262615,0.012423976292944719,0.03921949466029872,0.028742203490004198,0.5377050691191492,0.020049813507164095,0.01895066627892607,0.2020542369885974,0.08941791335721515,0.015543430874374925
2009-07-01,0.03404075360586782,0.025680441193217954,0.012509275612276438,0.04139989852564081,0.029755434498080994,0.5015853966657681,0.01997733072029433,0.018856797925828585,0.210424213261927,0.09033493646129767,0.015435521529800465
2009-07-02,0.04939150091327132,0.03191138516075746,0.01234750389412129,0.04262921497010045,0.03008050125799389,0.4697949231714774,0.02003174811788441,0.018902227640334453,0.2194322289385801,0.09012746129459463,0.0153513046408845
2009-07-06,0.05693545415273969,0.03518316838416542,0.012509275612276438,0.043664904667070695,0.03054438615487529,0.45342976554832615,0.01997733072029433,0.018856797925828585,0.22312845884332508,0.09033493646129767,0.015435521529800465
2009-07-07,0.05612091210828597,0.034600155582956316,0.012108833194114882,0.04282464537275146,0.02997933547782153,0.4557196972141927,0.02016030336360341,0.019081164371209842,0.22338451085934496,0.09075196696161687,0.015268475494101824
2009-07-08,0.05603837197638625,0.03433709815408189,0.011981111203439919,0.04261651734552176,0.029608898330789,0.4560661943137873,0.020376605301657923,0.019418235730808853,0.22524842246709745,0.08924075048997544,0.015067794686453891
2009-07-09,0.05610843101378594,0.034170971029063794,0.011780102271099406,0.043110074150341494,0.030118161258226382,0.45553868180257395,0.020243392428218578,0.019173774644643246,0.22518482195148595,0.0894197998150324,0.015151789635528526
2009-07-10,0.05593345194057676,0.034309791884433505,0.011751736137288724,0.04257540856219249,0.029740034464019894,0.4556364037001875,0.02035433077941978,0.01933644010435439,0.22591408476990943,0.08942362929512891,0.015024688362488325
