Comparison,Statistic,Method,Expected block sessions,Samples,Seed,Sessions,Return correlation with incumbent,Tracking error (annualized),Point estimate,Bootstrap standard error,Confidence lower,Confidence upper,Confidence method,Minimum detectable effect (95% one-sided),Selection adjusted,Permitted use
risk_scalar_max1.25_min0.25_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9982980583387844,0.0045010857694054406,0.005860877160688727,0.012552402388216526,-0.015686972183834202,0.027408726505211655,minimum of percentile and basic bootstrap bounds,0.020648701928616186,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.25_min0.25_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9982980583387844,0.0045010857694054406,0.0003398314961826354,0.001207653607598243,-0.001825604566903514,0.0025052675592687848,minimum of percentile and basic bootstrap bounds,0.0019865901844991095,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.25_min0.25_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9982980583387844,0.0045010857694054406,0.00029415599781205194,0.001176601182064389,-0.001751901523732481,0.002340213519356585,minimum of percentile and basic bootstrap bounds,0.00193550894449592,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.25_min0.25_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9982980583387844,0.0045010857694054406,0.005860877160688727,0.0132530800234037,-0.016705879781408122,0.028427634102785575,minimum of percentile and basic bootstrap bounds,0.021801316638499085,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.25_min0.25_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9982980583387844,0.0045010857694054406,0.0003398314961826354,0.001315676630832911,-0.0019548782664441195,0.0026345412588093904,minimum of percentile and basic bootstrap bounds,0.002164288057720139,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.25_min0.25_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9982980583387844,0.0045010857694054406,0.00029415599781205194,0.0012055411038609505,-0.0016974902115102755,0.0022858022071343795,minimum of percentile and basic bootstrap bounds,0.0019831151158512636,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.25_min0.25_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9982980583387844,0.0045010857694054406,0.005860877160688727,0.013695351666212151,-0.01674317926631095,0.028464933587688403,minimum of percentile and basic bootstrap bounds,0.022528853490918987,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.25_min0.25_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9982980583387844,0.0045010857694054406,0.0003398314961826354,0.0013490259824538084,-0.001889582654221382,0.0025692456465866527,minimum of percentile and basic bootstrap bounds,0.002219147741136515,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.50_min0.25_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9993626361585493,0.002755324090752359,0.0010437003574440237,0.0005829253635900501,6.547832168543599e-05,0.0020219223932026113,minimum of percentile and basic bootstrap bounds,0.0009589122231056324,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.50_min0.25_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9993626361585493,0.002755324090752359,0.013877866948982076,0.006969178289312104,0.0023253114016643338,0.02543042249629982,minimum of percentile and basic bootstrap bounds,0.011464298285918412,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.50_min0.25_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9993626361585493,0.002755324090752359,0.0011779319048817738,0.0006531638898948416,8.128719981301963e-05,0.002274576609950528,minimum of percentile and basic bootstrap bounds,0.0010744545988770145,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.50_min0.25_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9993626361585493,0.002755324090752359,0.0010437003574440237,0.0006419571114075474,-2.4004519120705402e-05,0.0021114052340087527,minimum of percentile and basic bootstrap bounds,0.0010560194482654155,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.50_min0.25_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9993626361585493,0.002755324090752359,0.013877866948982076,0.007592891884405337,0.0009865801921370779,0.026769153705827074,minimum of percentile and basic bootstrap bounds,0.01249030714984678,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.50_min0.25_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9993626361585493,0.002755324090752359,0.0011779319048817738,0.000720470273093467,-1.2312132707622235e-05,0.00236817594247117,minimum of percentile and basic bootstrap bounds,0.001185173599238753,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.50_min0.25_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9993626361585493,0.002755324090752359,0.0010437003574440237,0.0006738119083914145,-8.599717054534736e-05,0.0021733978854333947,minimum of percentile and basic bootstrap bounds,0.001108420589303877,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.50_min0.25_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9993626361585493,0.002755324090752359,0.013877866948982076,0.0077547352542991594,0.0007863588002555606,0.02696937509770859,minimum of percentile and basic bootstrap bounds,0.012756539493322117,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.50_min0.25_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9993626361585493,0.002755324090752359,0.0011779319048817738,0.0007556206676956066,-0.00010128816440017722,0.002457151974163725,minimum of percentile and basic bootstrap bounds,0.0012429959983592729,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.75_min0.25_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9996432483395712,0.002061475094172326,0.00023957402449815014,0.00039394374910061824,-0.00041838424118138617,0.0008975322901776865,minimum of percentile and basic bootstrap bounds,0.0006480374672705171,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.75_min0.25_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9996432483395712,0.002061475094172326,0.004027966631311886,0.004731816266443295,-0.0038422168235068485,0.01189815008613062,minimum of percentile and basic bootstrap bounds,0.00778383775829922,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.75_min0.25_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9996432483395712,0.002061475094172326,0.0002737752779903013,0.0004413778688897792,-0.0004628782196394045,0.001010428775620007,minimum of percentile and basic bootstrap bounds,0.0007260665943236868,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.75_min0.25_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9996432483395712,0.002061475094172326,0.00023957402449815014,0.00037816230678517,-0.0004171225425963462,0.0008962705915926464,minimum of percentile and basic bootstrap bounds,0.0006220769946616047,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.75_min0.25_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9996432483395712,0.002061475094172326,0.004027966631311886,0.0045902990686094575,-0.003813064455276037,0.011868997717899808,minimum of percentile and basic bootstrap bounds,0.007551041967862558,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.75_min0.25_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9996432483395712,0.002061475094172326,0.0002737752779903013,0.00042404424489750066,-0.0004610174250168783,0.0010085679809974809,minimum of percentile and basic bootstrap bounds,0.0006975527828563886,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.75_min0.25_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9996432483395712,0.002061475094172326,0.00023957402449815014,0.0003808648459619521,-0.00038981091820705746,0.0008689589672033577,minimum of percentile and basic bootstrap bounds,0.0006265226716074112,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.75_min0.25_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9996432483395712,0.002061475094172326,0.004027966631311886,0.004568933891766178,-0.0035913996304676385,0.01164733289309141,minimum of percentile and basic bootstrap bounds,0.007515896251955363,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max1.75_min0.25_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9996432483395712,0.002061475094172326,0.0002737752779903013,0.000426938369625777,-0.00042818176291049836,0.000975732318891101,minimum of percentile and basic bootstrap bounds,0.0007023136180344032,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_scalar_max2.00_min0.00_risk_matched_vs_baseline,Annualized mean differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",21,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.00_risk_matched_vs_baseline,Sharpe differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",21,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.00_risk_matched_vs_baseline,CAGR differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",21,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.00_risk_matched_vs_baseline,Annualized mean differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",63,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.00_risk_matched_vs_baseline,Sharpe differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",63,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.00_risk_matched_vs_baseline,CAGR differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",63,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.00_risk_matched_vs_baseline,Annualized mean differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",126,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.00_risk_matched_vs_baseline,Sharpe differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",126,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.00_risk_matched_vs_baseline,CAGR differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",126,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.10_risk_matched_vs_baseline,Annualized mean differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",21,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.10_risk_matched_vs_baseline,Sharpe differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",21,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.10_risk_matched_vs_baseline,CAGR differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",21,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.10_risk_matched_vs_baseline,Annualized mean differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",63,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.10_risk_matched_vs_baseline,Sharpe differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",63,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.10_risk_matched_vs_baseline,CAGR differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",63,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.10_risk_matched_vs_baseline,Annualized mean differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",126,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.10_risk_matched_vs_baseline,Sharpe differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",126,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.10_risk_matched_vs_baseline,CAGR differential,"paired bootstrap not estimable: the bound left the daily path identical to the incumbent's, so the differential has no sampling variation and a detectable effect is undefined",126,2000,20260805,6523,1.0,0.0,0.0,,,,not estimable,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
signal_cap_1.00_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.98293255837472,0.014274992894852382,0.0022246111487321655,0.002979186336611088,-0.0027779658033303,0.007227188100794631,minimum of percentile and basic bootstrap bounds,0.004900761523725239,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
signal_cap_1.00_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.98293255837472,0.014274992894852382,0.02550193138417267,0.03855501620720474,-0.03837805374953113,0.08938191651787647,minimum of percentile and basic bootstrap bounds,0.0634230016608518,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
signal_cap_1.00_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.98293255837472,0.014274992894852382,0.002495033474019276,0.0033629072454144184,-0.003145322325695492,0.008135389273734044,minimum of percentile and basic bootstrap bounds,0.005531982418706718,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
signal_cap_1.00_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.98293255837472,0.014274992894852382,0.0022246111487321655,0.003083325584608382,-0.0029533012467348437,0.007402523544199175,minimum of percentile and basic bootstrap bounds,0.005072070586680789,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
signal_cap_1.00_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.98293255837472,0.014274992894852382,0.02550193138417267,0.03974382399079697,-0.040508281715649436,0.09151214448399478,minimum of percentile and basic bootstrap bounds,0.06537859046486101,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
signal_cap_1.00_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.98293255837472,0.014274992894852382,0.002495033474019276,0.0034799120189370598,-0.003359892168208223,0.008349959116246775,minimum of percentile and basic bootstrap bounds,0.005724455271151463,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
signal_cap_1.00_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.98293255837472,0.014274992894852382,0.0022246111487321655,0.0031978697672775335,-0.0031317244881030474,0.007580946785567378,minimum of percentile and basic bootstrap bounds,0.005260495767171543,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
signal_cap_1.00_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.98293255837472,0.014274992894852382,0.02550193138417267,0.04115416979102848,-0.04372164700212386,0.0947255097704692,minimum of percentile and basic bootstrap bounds,0.06769860930624186,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
signal_cap_1.00_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.98293255837472,0.014274992894852382,0.002495033474019276,0.003613470469752058,-0.00356405871776877,0.008554125665807322,minimum of percentile and basic bootstrap bounds,0.005944158922742136,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_managed_cap_1.00_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9771018571567611,0.016521036413686754,-0.004046491257340742,0.0034669835078996515,-0.009655096606133408,0.0015621140914519238,minimum of percentile and basic bootstrap bounds,0.005703187870494926,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_managed_cap_1.00_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9771018571567611,0.016521036413686754,-0.05325802350506503,0.04652674436962476,-0.12953466655044216,0.023018619540312087,minimum of percentile and basic bootstrap bounds,0.07653649448803274,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_managed_cap_1.00_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9771018571567611,0.016521036413686754,-0.004552417445789561,0.0039018973068421477,-0.010796221209268746,0.0016913863176896244,minimum of percentile and basic bootstrap bounds,0.006418621069755333,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_managed_cap_1.00_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9771018571567611,0.016521036413686754,-0.004046491257340742,0.003403430214983218,-0.009720271222828687,0.0016272887081472034,minimum of percentile and basic bootstrap bounds,0.005598642703647394,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_managed_cap_1.00_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9771018571567611,0.016521036413686754,-0.05325802350506503,0.04768235787696268,-0.13156802416300187,0.025051977152871795,minimum of percentile and basic bootstrap bounds,0.0784374787076036,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_managed_cap_1.00_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9771018571567611,0.016521036413686754,-0.004552417445789561,0.003840002729758891,-0.010917473727036334,0.0018126388354572113,minimum of percentile and basic bootstrap bounds,0.0063168044904533755,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_managed_cap_1.00_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9771018571567611,0.016521036413686754,-0.004046491257340742,0.0033723242046463297,-0.009808422375869125,0.0017154398611876412,minimum of percentile and basic bootstrap bounds,0.005547473316643212,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_managed_cap_1.00_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9771018571567611,0.016521036413686754,-0.05325802350506503,0.048727459206103954,-0.13714473010237183,0.03062868309224176,minimum of percentile and basic bootstrap bounds,0.08015667039404101,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
risk_managed_cap_1.00_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9771018571567611,0.016521036413686754,-0.004552417445789561,0.0038092684752331686,-0.011082774837000898,0.0019779399454217753,minimum of percentile and basic bootstrap bounds,0.006266246641758563,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
shock_floor_0.25_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9981580147220267,0.0046823388676352235,0.0014913757315840994,0.0009574654538863324,-0.00010841156741634742,0.0030911630305845463,minimum of percentile and basic bootstrap bounds,0.0015750306716430169,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
shock_floor_0.25_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9981580147220267,0.0046823388676352235,0.0225179999306111,0.012609748608776993,0.0016056047677270092,0.04343039509349519,minimum of percentile and basic bootstrap bounds,0.020743036461438154,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
shock_floor_0.25_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9981580147220267,0.0046823388676352235,0.0016947039706199096,0.0010771482159234287,-0.00011262087570517304,0.0035020288169449925,minimum of percentile and basic bootstrap bounds,0.00177190881519404,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
shock_floor_0.25_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9981580147220267,0.0046823388676352235,0.0014913757315840994,0.0008915412476535285,-1.0577383839482416e-06,0.002983809201552147,minimum of percentile and basic bootstrap bounds,0.0014665853523900543,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
