comparison,evaluation_mode,statistic,method,expected_block_sessions,samples,seed,sessions,common_random_numbers,return_correlation_with_incumbent,point_estimate,bootstrap_standard_error,confidence_lower,confidence_upper,confidence_method,minimum_detectable_effect_95_one_sided,selection_adjusted,permitted_use
risk_scalar_max1.50_min0.00,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9995472699936789,2.8646243125186877e-05,0.0002879268401018161,-0.0005690402778462363,0.00062633276409661,minimum of percentile and basic bootstrap bounds,0.0004736396519674875,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.50_min0.10,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9995472699936789,-0.0029581854601115065,0.0016348151016691256,-0.008910340471941697,0.0029939695517186837,minimum of percentile and basic bootstrap bounds,0.0026892708422457117,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.50_min0.10,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9995472699936789,0.034356144120637255,0.02121754117116409,-0.043128301645298725,0.11184058988657324,minimum of percentile and basic bootstrap bounds,0.03490285522656493,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.50_min0.10,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9995472699936789,2.8646243125186877e-05,0.0002879268401018161,-0.0005690402778462363,0.00062633276409661,minimum of percentile and basic bootstrap bounds,0.0004736396519674875,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.50_min0.25,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9995472699936789,-0.0029581854601115065,0.0016348151016691256,-0.008910340471941697,0.0029939695517186837,minimum of percentile and basic bootstrap bounds,0.0026892708422457117,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.50_min0.25,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9995472699936789,0.034356144120637255,0.02121754117116409,-0.043128301645298725,0.11184058988657324,minimum of percentile and basic bootstrap bounds,0.03490285522656493,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.50_min0.25,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9995472699936789,2.8646243125186877e-05,0.0002879268401018161,-0.0005690402778462363,0.00062633276409661,minimum of percentile and basic bootstrap bounds,0.0004736396519674875,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.75_min0.00,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9998526843386324,6.696984470100364e-05,0.0007755826172453319,-0.0012841179358143771,0.0014180576252163844,minimum of percentile and basic bootstrap bounds,0.001275833405368571,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.75_min0.00,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9998526843386324,-0.0015346190603309218,0.010073888242657187,-0.019468317786469347,0.016399079665807503,minimum of percentile and basic bootstrap bounds,0.01657154615917107,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.75_min0.00,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9998526843386324,-1.3662075849490973e-05,0.00013766109747942836,-0.00026516433812748854,0.0002378401864285066,minimum of percentile and basic bootstrap bounds,0.00022645250535365967,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.75_min0.10,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9998526843386324,6.696984470100364e-05,0.0007755826172453319,-0.0012841179358143771,0.0014180576252163844,minimum of percentile and basic bootstrap bounds,0.001275833405368571,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.75_min0.10,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9998526843386324,-0.0015346190603309218,0.010073888242657187,-0.019468317786469347,0.016399079665807503,minimum of percentile and basic bootstrap bounds,0.01657154615917107,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.75_min0.10,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9998526843386324,-1.3662075849490973e-05,0.00013766109747942836,-0.00026516433812748854,0.0002378401864285066,minimum of percentile and basic bootstrap bounds,0.00022645250535365967,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.75_min0.25,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9998526843386324,6.696984470100364e-05,0.0007755826172453319,-0.0012841179358143771,0.0014180576252163844,minimum of percentile and basic bootstrap bounds,0.001275833405368571,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.75_min0.25,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9998526843386324,-0.0015346190603309218,0.010073888242657187,-0.019468317786469347,0.016399079665807503,minimum of percentile and basic bootstrap bounds,0.01657154615917107,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.75_min0.25,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9998526843386324,-1.3662075849490973e-05,0.00013766109747942836,-0.00026516433812748854,0.0002378401864285066,minimum of percentile and basic bootstrap bounds,0.00022645250535365967,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.00,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,1.0,0.0,,,,not estimable: the resampled differential has no sampling variation,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.00,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,1.0,0.0,,,,not estimable: the resampled differential has no sampling variation,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.00,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,1.0,0.0,,,,not estimable: the resampled differential has no sampling variation,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.10,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,1.0,0.0,,,,not estimable: the resampled differential has no sampling variation,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.10,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,1.0,0.0,,,,not estimable: the resampled differential has no sampling variation,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.10,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,1.0,0.0,,,,not estimable: the resampled differential has no sampling variation,,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
signal_cap_1.00,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9827850468877418,-0.006798445575360357,0.010964711586380467,-0.03602044883724406,0.02242355768652335,minimum of percentile and basic bootstrap bounds,0.01803695055959587,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
signal_cap_1.00,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9827850468877418,0.09460963193989835,0.14192067275058756,-0.28526698250677807,0.4744862463865748,minimum of percentile and basic bootstrap bounds,0.23345950667471654,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
signal_cap_1.00,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9827850468877418,-0.0003090781870159903,0.0020399526449175736,-0.004029828284996289,0.003411671910964308,minimum of percentile and basic bootstrap bounds,0.0033557221008894086,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
signal_cap_1.50,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9934098750830475,-0.010931525904569361,0.006816991255393,-0.03424430544619095,0.012381253637052227,minimum of percentile and basic bootstrap bounds,0.011213950615121485,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
signal_cap_1.50,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9934098750830475,0.1403443158520672,0.08829723981317866,-0.1644911232867978,0.4451797549909322,minimum of percentile and basic bootstrap bounds,0.1452489594926789,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
signal_cap_1.50,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9934098750830475,0.0003659601744704713,0.0012672137285286197,-0.002325523751334646,0.0030574441002755885,minimum of percentile and basic bootstrap bounds,0.0020845665834295793,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_managed_cap_1.00,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9772299215525132,0.0070106117602276585,0.013807070404025967,-0.024994140797166615,0.03901536431762193,minimum of percentile and basic bootstrap bounds,0.022712630814622714,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_managed_cap_1.00,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9772299215525132,-0.10002339413730188,0.1770458329356208,-0.5091477001607384,0.30910091188613464,minimum of percentile and basic bootstrap bounds,0.2912403951790962,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_managed_cap_1.00,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9772299215525132,0.0005763546600325992,0.0026348206420404776,-0.004637286165318171,0.005789995485383369,minimum of percentile and basic bootstrap bounds,0.004334279956156586,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_managed_cap_1.50,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9939387016722969,-0.003429992524554226,0.006895542925826881,-0.018418719945792514,0.011558734896684063,minimum of percentile and basic bootstrap bounds,0.011343168112985219,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_managed_cap_1.50,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9939387016722969,0.03846203896043332,0.08917114869455711,-0.15491192161273173,0.23183599953359837,minimum of percentile and basic bootstrap bounds,0.14668653960254646,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_managed_cap_1.50,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9939387016722969,0.0008665132848811111,0.0012305479348649073,-0.0016134306120593515,0.0033464571818215736,minimum of percentile and basic bootstrap bounds,0.0020242513528527725,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
shock_floor_0.25,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9980687025328209,0.004280359820847512,0.0035744420197121006,-0.0044469620727551895,0.013007681714450214,minimum of percentile and basic bootstrap bounds,0.005879957122426406,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
shock_floor_0.25,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9980687025328209,-0.05726976794405303,0.04634142260848758,-0.17087294724399976,0.05633341135589372,minimum of percentile and basic bootstrap bounds,0.07623164019096207,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
shock_floor_0.25,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9980687025328209,-0.0008421506625748351,0.0006755889882589048,-0.0020785971336818795,0.00039429580853220925,minimum of percentile and basic bootstrap bounds,0.0011113438856858984,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
shock_floor_0.50,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9987888789446934,-0.000219460584818032,0.002564417381577573,-0.004919782716927305,0.004480861547291241,minimum of percentile and basic bootstrap bounds,0.004218466592695108,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
shock_floor_0.50,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9987888789446934,0.0007208603212880416,0.03310550518718183,-0.0616546991111289,0.06309641975370497,minimum of percentile and basic bootstrap bounds,0.054458556032914114,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
shock_floor_0.50,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9987888789446934,-0.0003373631917184122,0.0004718507074887636,-0.0011761300016864228,0.0005014036182495983,minimum of percentile and basic bootstrap bounds,0.0007761944138190161,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
max_gross_notional_multiple_3.00,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.961828477971996,-0.0031068949735792994,0.013819336357160041,-0.032588824045609754,0.026375034098451156,minimum of percentile and basic bootstrap bounds,0.022732808307528267,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
max_gross_notional_multiple_3.00,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.961828477971996,0.13449426344251147,0.18502658012074336,-0.2512083268607548,0.5201968537457777,minimum of percentile and basic bootstrap bounds,0.30436872429862283,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
max_gross_notional_multiple_3.00,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.961828477971996,-0.0004041092034139729,0.0026961312562462213,-0.00518010883038839,0.004371890423560444,minimum of percentile and basic bootstrap bounds,0.0044351359165250345,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
max_gross_notional_multiple_4.00,as_is,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9918793771469365,0.0023682480068772938,0.007910956819852653,-0.015549881263326997,0.020286377277081585,minimum of percentile and basic bootstrap bounds,0.013013523968657615,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
max_gross_notional_multiple_4.00,as_is,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9918793771469365,-0.021230184604039914,0.10193545749660575,-0.25194494695785474,0.20948457774977491,minimum of percentile and basic bootstrap bounds,0.16768382758191647,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
max_gross_notional_multiple_4.00,as_is,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9918793771469365,-0.00012649204426416066,0.0013990471649642624,-0.0029777935854521844,0.002724809496923863,minimum of percentile and basic bootstrap bounds,0.0023014325863662116,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
baseline_match_control_minus1.00tol,risk_match_control,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9987596737662648,0.0021680537113530907,0.0021947670873096363,-0.0028633109918730195,0.007199418414579201,minimum of percentile and basic bootstrap bounds,0.003610391858624352,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
baseline_match_control_minus1.00tol,risk_match_control,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9987596737662648,-0.020136565898585257,0.028342136061358648,-0.08670323727416426,0.04643010547699375,minimum of percentile and basic bootstrap bounds,0.04662281382093498,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
baseline_match_control_minus1.00tol,risk_match_control,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9987596737662648,-0.00015787523166928275,0.00039763276907216086,-0.0008395429101486458,0.0005237924468100803,minimum of percentile and basic bootstrap bounds,0.0006541059051237046,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
baseline_match_control_minus0.50tol,risk_match_control,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9995246591736162,0.0011811220489715835,0.00148722078985925,-0.0016711805220521348,0.0040334246199953015,minimum of percentile and basic bootstrap bounds,0.0024464781993184664,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
baseline_match_control_minus0.50tol,risk_match_control,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9995246591736162,-0.012300150285811329,0.019229477680222137,-0.049585495842390956,0.024985195270768302,minimum of percentile and basic bootstrap bounds,0.03163249078396542,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
baseline_match_control_minus0.50tol,risk_match_control,ulcer_index,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9995246591736162,-9.851133747093566e-05,0.0002805443138843515,-0.0006419807163611381,0.00044495804141926674,minimum of percentile and basic bootstrap bounds,0.0004614953963397582,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
baseline_match_control_plus0.50tol,risk_match_control,max_drawdown,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9991346933782297,-0.003306004231926396,0.002333347668411727,-0.010430968660185811,0.00381896019633302,minimum of percentile and basic bootstrap bounds,0.0038383569145372907,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
baseline_match_control_plus0.50tol,risk_match_control,max_drawdown_over_annualized_volatility,paired stationary block bootstrap of the loss-shape differential; one shared index draw across comparisons,21,2000,20260805,6523,True,0.9991346933782297,0.0386538409951418,0.030192868053187525,-0.05394050567847145,0.13124818766875504,minimum of percentile and basic bootstrap bounds,0.04966726794749348,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
