variant,evaluation_mode,method,samples,expected_block_sessions,horizon_sessions,seed,source_sessions,common_random_numbers,bootstrap_p_drawdown_breach_15pct,bootstrap_p_drawdown_breach_20pct,bootstrap_p01_max_drawdown,bootstrap_p05_max_drawdown,bootstrap_median_max_drawdown,bootstrap_mean_max_drawdown,selection_adjusted,permitted_use
risk_scalar_max1.75_min0.25,as_is,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0485,0.004,-0.18500227237952382,-0.14963453449354017,-0.09903402753987278,-0.10297167024051027,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.00,as_is,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.049,0.0045,-0.1845254041154866,-0.14911886465667912,-0.0990340275398729,-0.10302149344192904,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.10,as_is,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.049,0.0045,-0.1845254041154866,-0.14911886465667912,-0.0990340275398729,-0.10302149344192904,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
signal_cap_1.00,as_is,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.042,0.0035,-0.18345608102862343,-0.14633302419240052,-0.09618974336281699,-0.10113278791781775,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
signal_cap_1.50,as_is,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0495,0.005,-0.18538130552241563,-0.14981899930068984,-0.09767385289530245,-0.1028290191142515,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_managed_cap_1.00,as_is,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.051,0.0045,-0.17760875274444918,-0.15042387987107003,-0.09885227208752995,-0.10391617447264526,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_managed_cap_1.50,as_is,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.051,0.004,-0.1849841065908581,-0.15032157645861954,-0.09806296680209159,-0.10332257175653567,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
shock_floor_0.25,as_is,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.043,0.003,-0.18254938273430105,-0.14758580296961346,-0.09852986069178027,-0.10207090530402907,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
shock_floor_0.50,as_is,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.049,0.0045,-0.18553441207027918,-0.1497123913292376,-0.099122617815811,-0.10289523614259995,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
max_gross_notional_multiple_3.00,as_is,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.041,0.0025,-0.174799894161047,-0.14465257299095058,-0.09559387149058685,-0.10045797039050829,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
max_gross_notional_multiple_4.00,as_is,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0505,0.004,-0.18411182662900039,-0.1501197734648463,-0.10141440436083426,-0.10395781353852736,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
baseline_match_control_minus1.00tol,risk_match_control,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0495,0.004,-0.18238421885280195,-0.1490724471331244,-0.1003097903918545,-0.10253033393409593,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
baseline_match_control_minus0.50tol,risk_match_control,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.048,0.004,-0.18380317666368615,-0.1486800326806645,-0.09954840054746089,-0.10259461509618367,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
baseline_match_control_plus0.50tol,risk_match_control,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0495,0.0045,-0.18255181544356106,-0.14911449925294143,-0.09871253858489937,-0.10308967290882903,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
baseline_match_control_plus1.00tol,risk_match_control,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0495,0.0045,-0.1843200075785201,-0.1494676384071942,-0.09881793121654481,-0.10356962936146351,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
baseline_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.049,0.0045,-0.1845254041154866,-0.14911886465667912,-0.0990340275398729,-0.10302149344192904,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.00_min0.00_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0595,0.0055,-0.18983632504569375,-0.15337510826560904,-0.09998781780916854,-0.10552992678540588,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.00_min0.10_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0595,0.0055,-0.18983632504569375,-0.15337510826560904,-0.09998781780916854,-0.10552992678540588,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.00_min0.25_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0595,0.0055,-0.18983632504569375,-0.15337510826560904,-0.09998781780916854,-0.10552992678540588,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.25_min0.00_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.051,0.0045,-0.18465487493230984,-0.15029974709036834,-0.09849416744971295,-0.10313023024028228,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.25_min0.10_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.051,0.0045,-0.18465487493230984,-0.15029974709036834,-0.09849416744971295,-0.10313023024028228,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.25_min0.25_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.051,0.0045,-0.18465487493230984,-0.15029974709036834,-0.09849416744971295,-0.10313023024028228,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.50_min0.00_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0485,0.0045,-0.18615142709613505,-0.14924668705494187,-0.09944504972019264,-0.10286517503222294,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.50_min0.10_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0485,0.0045,-0.18615142709613505,-0.14924668705494187,-0.09944504972019264,-0.10286517503222294,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.50_min0.25_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0485,0.0045,-0.18615142709613505,-0.14924668705494187,-0.09944504972019264,-0.10286517503222294,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.75_min0.00_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0485,0.004,-0.18487053729239752,-0.1493269173265064,-0.09981766266865522,-0.10296379971777557,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.75_min0.10_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0485,0.004,-0.18487053729239752,-0.1493269173265064,-0.09981766266865522,-0.10296379971777557,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max1.75_min0.25_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0485,0.004,-0.18487053729239752,-0.1493269173265064,-0.09981766266865522,-0.10296379971777557,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.00_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.049,0.0045,-0.1845254041154866,-0.14911886465667912,-0.0990340275398729,-0.10302149344192904,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_scalar_max2.00_min0.10_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.049,0.0045,-0.1845254041154866,-0.14911886465667912,-0.0990340275398729,-0.10302149344192904,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
signal_cap_1.00_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0445,0.0035,-0.18333961003457855,-0.14691259300066037,-0.09676691905334439,-0.10177404873542457,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
signal_cap_1.50_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.049,0.005,-0.18524428461767303,-0.14974226933832113,-0.09766376323472331,-0.10277412838101974,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_managed_cap_1.00_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.047,0.0045,-0.17656948889538115,-0.1491084974511767,-0.09834726339150418,-0.1032921058430513,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
risk_managed_cap_1.50_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.049,0.004,-0.1830256978989696,-0.14927154117063082,-0.09787241677598851,-0.10293135515144555,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
shock_floor_0.25_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0435,0.004,-0.1827953051453773,-0.14786068874523303,-0.09803501075233423,-0.10196682552543515,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
shock_floor_0.50_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0495,0.004,-0.18425165742212182,-0.149674152732578,-0.0992134388127256,-0.10268453057419713,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
max_gross_notional_multiple_3.00_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.0865,0.0105,-0.20013235157588183,-0.1641009007631066,-0.10639679556119819,-0.11254548580111506,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
max_gross_notional_multiple_4.00_risk_matched,risk_matched,stationary block bootstrap of daily net returns; one shared index draw across variants,2000,63,2520,20260805,6523,True,0.054,0.006,-0.1855261277121102,-0.151353729994558,-0.10035857120355918,-0.10519075531904541,False,descriptive bound sensitivity on reused history; not selection adjusted and does not license a configuration change
